Team,Year,Win/Loss,Home/Away,Date,Opponent,SP,Kills,Errors,Attack Attempts,Hitting percentage,Assists,Service Aces,Service errors,Reception Errors,Digs,Block solo,Block assists,Blocking errors,Total Blocks,BHE,,,,,
Sioux Falls,2017,0,1,Sep 19 ,SOUTHWEST MINNESOTA  ,4 ,37 ,20 ,124 ,.137 ,36 ,5 ,7 ,6 ,49 ,3 ,12 ,2 ,9.0 ,1 ,,,,,
Sioux Falls,2017,1,0,Sep 22 ,at Minnesota Crookston  ,4 ,47 ,27 ,135 ,.148 ,45 ,6 ,7 ,7 ,58 ,0 ,16 ,0 ,8.0 ,0 ,,,,,
Sioux Falls,2017,1,0,Sep 23 ,at Bemidji State  ,4 ,52 ,30 ,140 ,.157 ,47 ,6 ,6 ,5 ,69 ,4 ,4 ,1 ,6.0 ,2 ,,,,,
Sioux Falls,2017,0,1,Sep 29 ,MINNESOTA DULUTH  ,3 ,34 ,9 ,76 ,.329 ,31 ,3 ,5 ,7 ,22 ,4 ,12 ,4 ,10.0 ,2 ,,,,,
Sioux Falls,2017,1,1,Sep 30 ,ST. CLOUD STATE  ,4 ,58 ,22 ,161 ,.224 ,53 ,5 ,7 ,3 ,70 ,1 ,18 ,2 ,10.0 ,5 ,,,,,
Sioux Falls,2017,0,0,Oct 06 ,at Northern State  ,3 ,45 ,17 ,120 ,.233 ,41 ,2 ,6 ,6 ,51 ,0 ,6 ,1 ,3.0 ,0 ,,,,,
Sioux Falls,2017,1,0,Oct 07 ,at MSU Moorhead  ,4 ,52 ,19 ,137 ,.241 ,49 ,8 ,9 ,9 ,66 ,1 ,14 ,1 ,8.0 ,0 ,,,,,
Sioux Falls,2017,1,1,Oct 13 ,UNIVERSITY OF MARY  ,4 ,49 ,18 ,117 ,.265 ,46 ,7 ,3 ,6 ,52 ,3 ,24 ,0 ,15.0 ,1 ,,,,,
Sioux Falls,2017,1,1,Oct 14 ,MINOT STATE  ,4 ,59 ,24 ,135 ,.259 ,54 ,1 ,8 ,8 ,54 ,3 ,12 ,1 ,9.0 ,2 ,,,,,
Sioux Falls,2017,0,0,Oct 20 ,at Upper Iowa  ,3 ,26 ,28 ,110 ,-.018 ,26 ,2 ,2 ,5 ,39 ,1 ,6 ,2 ,4.0 ,1 ,,,,,
Sioux Falls,2017,1,0,Oct 21 ,at Winona State  ,4 ,45 ,19 ,141 ,.184 ,43 ,8 ,5 ,7 ,64 ,3 ,15 ,0 ,10.5 ,4 ,,,,,
Sioux Falls,2017,0,1,Oct 27 ,CONCORDIA-ST. PAUL  ,3 ,36 ,13 ,103 ,.223 ,33 ,7 ,5 ,4 ,38 ,3 ,14 ,4 ,10.0 ,1 ,,,,,
Sioux Falls,2017,0,1,Oct 28 ,MINNESOTA STATE  ,3 ,32 ,16 ,103 ,.155 ,28 ,3 ,10 ,8 ,41 ,1 ,6 ,0 ,4.0 ,0 ,,,,,
Sioux Falls,2017,0,0,Oct 31 ,at Southwest Minnesota  ,4 ,49 ,15 ,148 ,.230 ,46 ,5 ,4 ,9 ,55 ,1 ,16 ,1 ,9.0 ,0 ,,,,,
Sioux Falls,2017,0,0,Nov 03 ,at St. Cloud State  ,5 ,62 ,25 ,172 ,.215 ,61 ,11 ,6 ,7 ,86 ,3 ,10 ,2 ,8.0 ,7 ,,,,,
Sioux Falls,2017,0,0,Nov 04 ,at Minnesota Duluth  ,4 ,48 ,24 ,144 ,.167 ,46 ,4 ,6 ,1 ,62 ,2 ,16 ,2 ,10.0 ,5 ,,,,,
Sioux Falls,2017,1,1,Nov 10 ,BEMIDJI STATE  ,3 ,50 ,15 ,116 ,.302 ,48 ,6 ,9 ,8 ,55 ,1 ,8 ,0 ,5.0 ,1 ,,,,,
Sioux Falls,2017,1,1,Nov 11 ,MINNESOTA CROOKSTON  ,4 ,59 ,29 ,149 ,.201 ,55 ,9 ,5 ,4 ,62 ,2 ,10 ,3 ,7.0 ,3 ,,,,,
SMSU,2019,0,0,Sep 14 ,vs Concordia-St. Paul  ,4 ,60 ,28 ,162 ,.198 ,56 ,4 ,7 ,3 ,45 ,2 ,10 ,5 ,7.0 ,2 ,,,,,
SMSU,2019,1,0,09/20/19  ,at Mary  ,3 ,48 ,11 ,96 ,.385 ,46 ,8 ,6 ,5 ,49 ,1 ,6 ,0 ,4.0 ,0 ,,,,,
SMSU,2019,1,0,09/21/19  ,at Minot St.  ,3 ,45 ,14 ,102 ,.304 ,43 ,2 ,4 ,3 ,55 ,8 ,0 ,0 ,8.0 ,0 ,,,,,
SMSU,2019,1,1,09/27/19  ,NORTHERN ST.  ,5 ,62 ,25 ,175 ,.211 ,56 ,9 ,11 ,8 ,73 ,2 ,26 ,0 ,15.0 ,1 ,,,,,
SMSU,2019,1,1,09/28/19  ,MSU MOORHEAD  ,3 ,57 ,15 ,123 ,.341 ,56 ,3 ,9 ,3 ,51 ,0 ,10 ,0 ,5.0 ,0 ,,,,,
SMSU,2019,1,1,10/04/19  ,UPPER IOWA  ,3 ,45 ,15 ,112 ,.268 ,43 ,9 ,7 ,2 ,48 ,1 ,11 ,0 ,6.5 ,2 ,,,,,
SMSU,2019,0,1,10/05/19  ,WINONA ST.  ,3 ,43 ,18 ,112 ,.223 ,42 ,2 ,4 ,3 ,40 ,0 ,12 ,0 ,6.0 ,3 ,,,,,
SMSU,2019,0,0,10/11/19  ,at Concordia-St. Paul  ,4 ,57 ,19 ,138 ,.275 ,55 ,3 ,6 ,4 ,66 ,2 ,6 ,1 ,5.0 ,4 ,,,,,
SMSU,2019,0,0,10/12/19  ,at Minnesota St.  ,3 ,33 ,23 ,115 ,.087 ,30 ,5 ,4 ,4 ,29 ,4 ,4 ,1 ,6.0 ,1 ,,,,,
SMSU,2019,0,0,10/15/19  ,at Wayne St. (NE)  ,5 ,67 ,35 ,188 ,.170 ,61 ,6 ,11 ,6 ,85 ,0 ,10 ,0 ,5.0 ,1 ,,,,,
SMSU,2019,1,1,10/18/19  ,BEMIDJI ST.  ,3 ,56 ,18 ,134 ,.284 ,49 ,5 ,4 ,3 ,65 ,1 ,6 ,0 ,4.0 ,2 ,,,,,
SMSU,2019,1,1,10/19/19  ,MINN.-CROOKSTON  ,4 ,74 ,12 ,146 ,.425 ,71 ,6 ,9 ,4 ,70 ,0 ,2 ,0 ,1.0 ,4 ,,,,,
SMSU,2019,0,0,10/25/19  ,at St. Cloud St.  ,4 ,66 ,19 ,154 ,.305 ,62 ,2 ,11 ,11 ,72 ,0 ,10 ,4 ,5.0 ,4 ,,,,,
SMSU,2019,0,0,10/26/19  ,at Minn. Duluth  ,5 ,62 ,25 ,172 ,.215 ,59 ,4 ,11 ,5 ,71 ,1 ,14 ,0 ,8.0 ,6 ,,,,,
SMSU,2019,1,0,10/31/19  ,at Sioux Falls  ,3 ,41 ,12 ,95 ,.305 ,39 ,7 ,5 ,3 ,46 ,1 ,12 ,1 ,7.0 ,2 ,,,,,
SMSU,2019,0,1,11/02/19  ,AUGUSTANA (SD)  ,3 ,52 ,18 ,131 ,.260 ,49 ,1 ,9 ,3 ,55 ,1 ,6 ,0 ,4.0 ,4 ,,,,,
SMSU,2019,0,1,11/05/19  ,WAYNE ST. (NE)  ,3 ,34 ,25 ,120 ,.075 ,30 ,2 ,4 ,6 ,51 ,0 ,16 ,0 ,8.0 ,5 ,,,,,
SMSU,2019,1,0,11/08/19  ,at Northern St.  ,5 ,65 ,26 ,191 ,.204 ,63 ,8 ,6 ,1 ,77 ,2 ,16 ,0 ,10.0 ,6 ,,,,,
SMSU,2019,1,0,11/09/19  ,at MSU Moorhead  ,3 ,40 ,10 ,84 ,.357 ,35 ,12 ,4 ,4 ,35 ,1 ,2 ,0 ,2.0 ,0 ,,,,,
SMSU,2019,1,1,11/15/19  ,MARY  ,4 ,60 ,14 ,141 ,.326 ,58 ,8 ,5 ,4 ,62 ,1 ,16 ,0 ,9.0 ,4 ,,,,,
SMSU,2019,1,1,11/16/19  ,MINOT ST.  ,3 ,51 ,17 ,114 ,.298 ,45 ,6 ,5 ,2 ,54 ,2 ,8 ,0 ,6.0 ,2 ,,,,,
SMSU,2018,0,0,Sep 01 ,vs Concordia - St.Paul  ,3 ,28 ,18 ,106 ,.094 ,27 ,2 ,6 ,7 ,44 ,1 ,6 ,3 ,4.0 ,0 ,,,,,
SMSU,2018,1,1,Sep 06 ,AUGUSTANA  ,3 ,53 ,8 ,112 ,.402 ,49 ,6 ,12 ,4 ,54 ,0 ,4 ,1 ,2.0 ,3 ,,,,,
SMSU,2018,1,0,Sep 08 ,at Wayne State (Neb.)  ,5 ,69 ,28 ,219 ,.187 ,67 ,6 ,8 ,3 ,114 ,2 ,12 ,2 ,8.0 ,3 ,,,,,
SMSU,2018,1,1,Sep 11 ,SIOUX FALLS  ,3 ,42 ,15 ,94 ,.287 ,39 ,2 ,5 ,4 ,38 ,6 ,12 ,0 ,12.0 ,1 ,,,,,
SMSU,2018,0,1,Sep 14 ,WINONA STATE  ,3 ,36 ,26 ,100 ,.100 ,34 ,2 ,5 ,5 ,36 ,1 ,10 ,1 ,6.0 ,4 ,,,,,
SMSU,2018,1,1,Sep 15 ,UPPER IOWA  ,4 ,66 ,16 ,163 ,.307 ,62 ,6 ,5 ,3 ,80 ,6 ,8 ,0 ,10.0 ,4 ,,,,,
SMSU,2018,1,0,Sep 21 ,at Minnesota State  ,4 ,64 ,17 ,172 ,.273 ,60 ,9 ,6 ,5 ,73 ,4 ,2 ,1 ,5.0 ,2 ,,,,,
SMSU,2018,0,0,Sep 22 ,at Concordia - St.Paul  ,5 ,65 ,12 ,175 ,.303 ,60 ,2 ,7 ,12 ,94 ,0 ,10 ,4 ,5.0 ,8 ,,,,,
SMSU,2018,1,0,Sep 28 ,at Minnesota Crookston  ,3 ,54 ,14 ,131 ,.305 ,52 ,8 ,6 ,1 ,69 ,1 ,2 ,0 ,2.0 ,0 ,,,,,
SMSU,2018,1,0,Sep 29 ,at Bemidji State  ,3 ,53 ,11 ,126 ,.333 ,52 ,7 ,11 ,1 ,67 ,0 ,2 ,1 ,1.0 ,3 ,,,,,
SMSU,2018,1,1,Oct 05 ,MINNESOTA DULUTH  ,4 ,57 ,12 ,133 ,.338 ,55 ,8 ,4 ,5 ,55 ,4 ,10 ,0 ,9.0 ,1 ,,,,,
SMSU,2018,0,1,Oct 06 ,ST. CLOUD STATE  ,4 ,59 ,13 ,159 ,.289 ,56 ,5 ,5 ,6 ,75 ,2 ,10 ,4 ,7.0 ,0 ,,,,,
SMSU,2018,0,0,Oct 09 ,at Sioux Falls  ,5 ,60 ,20 ,154 ,.260 ,56 ,11 ,6 ,11 ,74 ,4 ,16 ,4 ,12.0 ,2 ,,,,,
SMSU,2018,1,0,Oct 12 ,at Minot State  ,3 ,43 ,6 ,96 ,.385 ,40 ,7 ,1 ,2 ,48 ,3 ,8 ,1 ,7.0 ,3 ,,,,,
SMSU,2018,1,0,Oct 13 ,at University of Mary  ,3 ,46 ,19 ,125 ,.216 ,45 ,3 ,8 ,0 ,69 ,3 ,8 ,1 ,7.0 ,0 ,,,,,
SMSU,2018,1,1,Oct 19 ,MSU MOORHEAD  ,3 ,49 ,8 ,112 ,.366 ,48 ,10 ,5 ,1 ,53 ,3 ,9 ,0 ,7.5 ,0 ,,,,,
SMSU,2018,1,1,Oct 20 ,NORTHERN STATE  ,3 ,59 ,14 ,129 ,.349 ,59 ,6 ,7 ,6 ,54 ,3 ,6 ,0 ,6.0 ,1 ,,,,,
SMSU,2018,1,1,Oct 26 ,CONCORDIA - ST.PAUL  ,4 ,62 ,14 ,135 ,.356 ,54 ,7 ,7 ,5 ,51 ,0 ,14 ,0 ,7.0 ,1 ,,,,,
SMSU,2018,1,1,Oct 27 ,MINNESOTA STATE  ,3 ,39 ,7 ,80 ,.400 ,36 ,12 ,1 ,2 ,41 ,0 ,18 ,1 ,9.0 ,1 ,,,,,
SMSU,2018,1,0,Nov 2 ,at Upper Iowa  ,5 ,69 ,27 ,203 ,.207 ,64 ,3 ,8 ,4 ,102 ,3 ,10 ,1 ,8.0 ,0 ,,,,,
SMSU,2018,1,0,Nov 03 ,at Winona State  ,4 ,62 ,22 ,160 ,.250 ,58 ,5 ,8 ,2 ,61 ,4 ,10 ,1 ,9.0 ,0 ,,,,,
SMSU,2018,1,1,Nov 06 ,WAYNE STATE (NEB.)  ,3 ,52 ,20 ,156 ,.205 ,51 ,3 ,6 ,1 ,89 ,3 ,12 ,0 ,9.0 ,3 ,,,,,
SMSU,2018,1,1,Nov 09 ,vs Northern State  ,5 ,74 ,23 ,200 ,.255 ,69 ,5 ,6 ,3 ,84 ,4 ,18 ,2 ,13.0 ,2 ,,,,,
SMSU,2018,0,0,Nov 10 ,at Minnesota Duluth  ,4 ,65 ,19 ,142 ,.324 ,63 ,3 ,8 ,7 ,51 ,2 ,4 ,2 ,4.0 ,2 ,,,,,
SMSU,2018,0,1,Nov 15 ,vs Concordia - St.Paul  ,5 ,56 ,16 ,182 ,.220 ,52 ,6 ,9 ,5 ,74 ,4 ,8 ,1 ,8.0 ,3 ,,,,,
SMSU,2017,1,0,Sep 09 ,vs Concordia St. Paul  ,4 ,63 ,15 ,164 ,.293 ,60 ,6 ,4 ,6 ,68 ,5 ,10 ,5 ,10.0 ,0 ,,,,,
SMSU,2017,1,0,Sep 14 ,at Augustana  ,5 ,68 ,26 ,190 ,.221 ,65 ,5 ,7 ,8 ,97 ,1 ,12 ,0 ,7.0 ,0 ,,,,,
SMSU,2017,1,1,Sep 16 ,WAYNE STATE  ,3 ,44 ,11 ,99 ,.333 ,41 ,11 ,7 ,3 ,49 ,1 ,12 ,1 ,7.0 ,1 ,,,,,
SMSU,2017,1,0,Sep 19 ,at Sioux Falls  ,4 ,63 ,22 ,153 ,.268 ,60 ,6 ,17 ,5 ,57 ,1 ,24 ,2 ,13.0 ,2 ,,,,,
SMSU,2017,1,0,Sep 22 ,at Bemidji State  ,3 ,45 ,9 ,80 ,.450 ,38 ,6 ,6 ,3 ,28 ,1 ,0 ,0 ,1.0 ,1 ,,,,,
SMSU,2017,1,0,Sep 23 ,at Minnesota Crookston  ,3 ,54 ,17 ,115 ,.322 ,51 ,3 ,6 ,2 ,58 ,1 ,2 ,3 ,2.0 ,0 ,,,,,
SMSU,2017,1,1,Sep 29 ,ST. CLOUD STATE  ,3 ,47 ,15 ,101 ,.317 ,44 ,6 ,7 ,3 ,48 ,1 ,16 ,1 ,9.0 ,0 ,,,,,
SMSU,2017,1,1,Sep 30 ,MINNESOTA DULUTH  ,3 ,48 ,9 ,101 ,.386 ,44 ,6 ,7 ,5 ,27 ,0 ,12 ,0 ,6.0 ,0 ,,,,,
SMSU,2017,1,0,Oct 06 ,at MSU Moorhead  ,3 ,47 ,14 ,114 ,.289 ,44 ,8 ,3 ,4 ,57 ,1 ,14 ,0 ,8.0 ,0 ,,,,,
SMSU,2017,1,0,Oct 07 ,at Northern State  ,4 ,66 ,25 ,191 ,.215 ,62 ,2 ,4 ,5 ,89 ,1 ,10 ,0 ,6.0 ,0 ,,,,,
SMSU,2017,1,1,Oct 13 ,MINOT STATE  ,3 ,54 ,11 ,104 ,.413 ,52 ,5 ,6 ,1 ,55 ,3 ,6 ,0 ,6.0 ,1 ,,,,,
SMSU,2017,1,1,Oct 14 ,UNIVERSITY OF MARY  ,3 ,43 ,8 ,96 ,.365 ,38 ,4 ,5 ,1 ,34 ,1 ,16 ,0 ,9.0 ,0 ,,,,,
SMSU,2017,1,0,Oct 20 ,at Winona State  ,5 ,66 ,12 ,174 ,.310 ,60 ,9 ,7 ,5 ,89 ,1 ,6 ,2 ,4.0 ,0 ,,,,,
SMSU,2017,1,0,Oct 21 ,at Upper Iowa  ,4 ,56 ,29 ,164 ,.165 ,54 ,8 ,9 ,4 ,77 ,6 ,8 ,2 ,10.0 ,0 ,,,,,
SMSU,2017,1,1,Oct 27 ,MINNESOTA STATE  ,3 ,41 ,9 ,77 ,.416 ,37 ,8 ,10 ,3 ,28 ,1 ,12 ,1 ,7.0 ,1 ,,,,,
SMSU,2017,0,1,Oct 28 ,CONCORDIA ST. PAUL  ,4 ,52 ,11 ,119 ,.345 ,51 ,5 ,6 ,3 ,51 ,1 ,6 ,2 ,4.0 ,3 ,,,,,
SMSU,2017,1,1,Oct 31 ,SIOUX FALLS  ,4 ,67 ,19 ,151 ,.318 ,60 ,9 ,5 ,5 ,70 ,2 ,12 ,0 ,8.0 ,1 ,,,,,
SMSU,2017,0,0,Nov 03 ,at Minnesota Duluth  ,4 ,48 ,18 ,132 ,.227 ,43 ,4 ,6 ,4 ,42 ,1 ,6 ,7 ,4.0 ,2 ,,,,,
SMSU,2017,1,0,Nov 04 ,at St. Cloud State  ,4 ,63 ,22 ,171 ,.240 ,59 ,5 ,6 ,8 ,90 ,4 ,12 ,2 ,10.0 ,0 ,,,,,
SMSU,2017,1,1,Nov 10 ,MINNESOTA CROOKSTON  ,3 ,53 ,14 ,118 ,.331 ,49 ,6 ,6 ,1 ,57 ,3 ,4 ,0 ,5.0 ,1 ,,,,,
SMSU,2017,1,1,Nov 11 ,BEMIDJI STATE  ,3 ,54 ,8 ,85 ,.541 ,50 ,5 ,5 ,3 ,42 ,0 ,10 ,0 ,5.0 ,1 ,,,,,
SMSU,2017,1,1,Nov 15 ,UPPER IOWA  ,4 ,72 ,16 ,175 ,.320 ,68 ,7 ,17 ,2 ,73 ,1 ,14 ,0 ,8.0 ,0 ,,,,,
SMSU,2017,1,1,Nov 18 ,vs Augustana  ,5 ,76 ,21 ,196 ,.281 ,74 ,11 ,2 ,5 ,91 ,2 ,12 ,3 ,8.0 ,0 ,,,,,
SMSU,2017,1,0,Nov 19 ,at Concordia St. Paul  ,3 ,49 ,13 ,121 ,.298 ,48 ,7 ,6 ,0 ,58 ,2 ,12 ,0 ,8.0 ,0 ,,,,,
SMSU,2017,0,1,Dec 01 ,MINNESOTA DULUTH  ,3 ,36 ,16 ,112 ,.179 ,34 ,6 ,8 ,3 ,44 ,2 ,8 ,5 ,6.0 ,0 ,,,,,
St. Cloud State,2019,1,1,09/20/19  ,vs Winona St.  ,4 ,64 ,16 ,151 ,.318 ,61 ,3 ,11 ,4 ,69 ,2 ,8 ,4 ,6.0 ,4 ,,,,,
St. Cloud State,2019,1,1,09/21/19  ,vs Upper Iowa  ,5 ,60 ,26 ,185 ,.184 ,53 ,3 ,12 ,5 ,90 ,4 ,12 ,0 ,10.0 ,7 ,,,,,
St. Cloud State,2019,1,1,09/27/19  ,vs Minnesota St.  ,3 ,46 ,19 ,105 ,.257 ,46 ,5 ,3 ,1 ,54 ,0 ,4 ,1 ,2.0 ,0 ,,,,,
St. Cloud State,2019,0,1,09/28/19  ,vs Concordia-St. Paul  ,5 ,61 ,31 ,188 ,.160 ,60 ,7 ,8 ,3 ,82 ,0 ,22 ,4 ,11.0 ,0 ,,,,,
St. Cloud State,2019,1,0,10/04/19  ,at Minot St.  ,3 ,42 ,21 ,114 ,.184 ,39 ,5 ,2 ,0 ,59 ,7 ,8 ,0 ,11.0 ,0 ,,,,,
St. Cloud State,2019,1,0,10/05/19  ,at Mary  ,4 ,58 ,19 ,145 ,.269 ,54 ,7 ,5 ,3 ,80 ,1 ,6 ,0 ,4.0 ,0 ,,,,,
St. Cloud State,2019,1,1,10/11/19  ,MSU MOORHEAD  ,3 ,47 ,16 ,113 ,.274 ,45 ,12 ,6 ,1 ,66 ,1 ,8 ,0 ,5.0 ,0 ,,,,,
St. Cloud State,2019,0,1,10/12/19  ,NORTHERN ST.  ,5 ,68 ,32 ,215 ,.167 ,60 ,2 ,11 ,4 ,97 ,4 ,20 ,1 ,14.0 ,3 ,,,,,
St. Cloud State,2019,1,0,10/15/19  ,at Minn.-Crookston  ,3 ,44 ,15 ,105 ,.276 ,41 ,14 ,3 ,5 ,44 ,2 ,2 ,0 ,3.0 ,0 ,,,,,
St. Cloud State,2019,0,0,10/18/19  ,at Augustana (SD)  ,3 ,44 ,27 ,142 ,.120 ,43 ,2 ,4 ,3 ,66 ,1 ,2 ,0 ,2.0 ,1 ,,,,,
St. Cloud State,2019,0,0,10/19/19  ,at Wayne St. (NE)  ,3 ,37 ,22 ,118 ,.127 ,36 ,6 ,2 ,6 ,61 ,0 ,4 ,0 ,2.0 ,0 ,,,,,
St. Cloud State,2019,1,1,10/25/19  ,SOUTHWEST MINN. ST.  ,4 ,51 ,13 ,151 ,.252 ,49 ,11 ,6 ,2 ,63 ,0 ,16 ,2 ,8.0 ,1 ,,,,,
St. Cloud State,2019,1,1,10/26/19  ,SIOUX FALLS  ,3 ,40 ,12 ,138 ,.203 ,33 ,3 ,4 ,3 ,71 ,0 ,8 ,1 ,4.0 ,2 ,,,,,
St. Cloud State,2019,1,1,10/31/19  ,MINN. DULUTH  ,4 ,49 ,18 ,165 ,.188 ,47 ,1 ,8 ,2 ,79 ,3 ,20 ,1 ,13.0 ,0 ,,,,,
St. Cloud State,2019,1,0,11/02/19  ,at Bemidji St.  ,3 ,56 ,14 ,123 ,.341 ,49 ,4 ,4 ,3 ,59 ,3 ,2 ,1 ,4.0 ,1 ,,,,,
St. Cloud State,2019,1,1,11/05/19  ,MINN.-CROOKSTON  ,3 ,47 ,10 ,108 ,.343 ,43 ,5 ,5 ,2 ,60 ,0 ,14 ,0 ,7.0 ,2 ,,,,,
St. Cloud State,2019,0,1,11/08/19  ,MINNESOTA ST.  ,5 ,68 ,25 ,192 ,.224 ,61 ,8 ,5 ,4 ,90 ,3 ,20 ,0 ,13.0 ,1 ,,,,,
St. Cloud State,2019,1,1,11/09/19  ,CONCORDIA-ST. PAUL  ,5 ,55 ,26 ,173 ,.168 ,44 ,9 ,7 ,8 ,64 ,2 ,4 ,1 ,4.0 ,0 ,,,,,
St. Cloud State,2019,1,0,11/15/19  ,at Winona St.  ,4 ,51 ,18 ,151 ,.219 ,49 ,4 ,7 ,8 ,69 ,1 ,20 ,0 ,11.0 ,0 ,,,,,
St. Cloud State,2019,1,0,11/16/19  ,at Upper Iowa  ,5 ,66 ,21 ,198 ,.227 ,63 ,8 ,5 ,5 ,93 ,1 ,16 ,3 ,9.0 ,3 ,,,,,
St. Cloud State,2019,1,0,11/22/19  ,vs Wayne St. (NE)  ,3 ,48 ,15 ,118 ,.280 ,46 ,4 ,5 ,1 ,62 ,0 ,18 ,0 ,9.0 ,1 ,,,,,
St. Cloud State,2019,1,0,11/23/19  ,vs Upper Iowa  ,5 ,62 ,25 ,190 ,.195 ,62 ,4 ,5 ,6 ,100 ,2 ,36 ,3 ,20.0 ,1 ,,,,,
St. Cloud State,2019,0,0,11/24/19  ,vs Concordia-St. Paul  ,3 ,36 ,17 ,115 ,.165 ,34 ,3 ,1 ,5 ,48 ,0 ,8 ,2 ,4.0 ,1 ,,,,,
St. Cloud State,2019,0,0,Dec 05 ,vs Northern St.  ,3 ,38 ,16 ,127 ,.173 ,36 ,6 ,2 ,3 ,51 ,1 ,2 ,1 ,2.0 ,0 ,,,,,
St. Cloud State,2018,0,1,Sep 21 ,NORTHERN STATE  ,3 ,34 ,19 ,122 ,.123 ,34 ,1 ,6 ,1 ,54 ,2 ,2 ,0 ,3.0 ,3 ,,,,,
St. Cloud State,2018,0,1,Sep 22 ,MSU MOORHEAD  ,4 ,68 ,35 ,218 ,.151 ,68 ,1 ,10 ,1 ,98 ,0 ,14 ,4 ,7.0 ,5 ,,,,,
St. Cloud State,2018,0,1,Sep 28 ,WAYNE STATE (NE)  ,3 ,39 ,24 ,128 ,.117 ,37 ,6 ,7 ,6 ,61 ,0 ,10 ,4 ,5.0 ,2 ,,,,,
St. Cloud State,2018,1,1,Sep 29 ,AUGUSTANA (SD)  ,3 ,45 ,9 ,114 ,.316 ,43 ,8 ,8 ,3 ,70 ,1 ,13 ,0 ,7.5 ,0 ,,,,,
St. Cloud State,2018,0,0,Oct 05 ,at Sioux Falls  ,4 ,53 ,20 ,150 ,.220 ,49 ,6 ,4 ,7 ,60 ,0 ,10 ,2 ,5.0 ,5 ,,,,,
St. Cloud State,2018,1,0,Oct 06 ,at Southwest Minnesota  ,4 ,62 ,17 ,167 ,.269 ,61 ,6 ,5 ,5 ,78 ,0 ,12 ,0 ,6.0 ,0 ,,,,,
St. Cloud State,2018,0,0,Oct 09 ,at Minnesota-Duluth  ,4 ,42 ,29 ,143 ,.091 ,39 ,3 ,3 ,2 ,40 ,0 ,14 ,4 ,7.0 ,0 ,,,,,
St. Cloud State,2018,0,1,Oct 12 ,UPPER IOWA  ,5 ,70 ,24 ,214 ,.215 ,65 ,6 ,12 ,4 ,113 ,0 ,16 ,2 ,8.0 ,4 ,,,,,
St. Cloud State,2018,1,1,Oct 13 ,WINONA STATE  ,3 ,49 ,21 ,139 ,.201 ,49 ,6 ,3 ,1 ,75 ,0 ,4 ,2 ,2.0 ,2 ,,,,,
St. Cloud State,2018,0,0,Oct 19 ,at Concordia-St. Paul  ,4 ,43 ,17 ,158 ,.165 ,41 ,2 ,4 ,8 ,62 ,0 ,16 ,1 ,8.0 ,0 ,,,,,
St. Cloud State,2018,0,0,Oct 20 ,at Minnesota State  ,5 ,60 ,31 ,213 ,.136 ,58 ,9 ,5 ,6 ,109 ,3 ,6 ,1 ,6.0 ,1 ,,,,,
St. Cloud State,2018,1,0,Oct 26 ,at MSU Moorhead  ,3 ,46 ,24 ,148 ,.149 ,45 ,8 ,3 ,3 ,73 ,0 ,12 ,0 ,6.0 ,0 ,,,,,
St. Cloud State,2018,0,0,Oct 27 ,at Northern State  ,3 ,40 ,22 ,132 ,.136 ,36 ,4 ,4 ,1 ,48 ,0 ,6 ,0 ,3.0 ,0 ,,,,,
St. Cloud State,2018,1,1,Nov 02 ,MINOT STATE  ,3 ,49 ,8 ,116 ,.353 ,47 ,4 ,4 ,0 ,47 ,2 ,8 ,1 ,6.0 ,1 ,,,,,
St. Cloud State,2018,1,1,Nov 03 ,UNIVERSITY OF MARY  ,3 ,43 ,17 ,112 ,.232 ,41 ,3 ,4 ,3 ,65 ,2 ,12 ,0 ,8.0 ,2 ,,,,,
St. Cloud State,2017,1,1,Sep 14 ,BEMIDJI STATE  ,4 ,59 ,30 ,148 ,.196 ,57 ,10 ,6 ,0 ,51 ,2 ,8 ,1 ,6.0 ,1 ,,,,,
St. Cloud State,2017,1,0,Sep 16 ,at Minnesota Crookston  ,3 ,44 ,10 ,126 ,.270 ,42 ,7 ,3 ,0 ,64 ,1 ,8 ,0 ,5.0 ,0 ,,,,,
St. Cloud State,2017,0,0,Sep 19 ,at UMD  ,3 ,22 ,17 ,105 ,.048 ,22 ,1 ,2 ,2 ,47 ,1 ,2 ,1 ,2.0 ,0 ,,,,,
St. Cloud State,2017,0,1,Sep 22 ,AUGUSTANA  ,4 ,46 ,30 ,169 ,.095 ,46 ,7 ,7 ,4 ,92 ,1 ,14 ,2 ,8.0 ,0 ,,,,,
St. Cloud State,2017,1,1,Sep 23 ,WAYNE STATE  ,3 ,50 ,17 ,116 ,.284 ,47 ,4 ,6 ,1 ,55 ,0 ,10 ,1 ,5.0 ,2 ,,,,,
St. Cloud State,2017,0,0,Sep 29 ,at Southwest Minn State ,3 ,26 ,17 ,98 ,.092 ,25 ,3 ,4 ,6 ,37 ,0 ,8 ,0 ,4.0 ,0 ,,,,,
St. Cloud State,2017,0,0,Sep 30 ,at Sioux Falls  ,4 ,53 ,25 ,165 ,.170 ,51 ,3 ,5 ,5 ,65 ,0 ,12 ,2 ,6.0 ,2 ,,,,,
St. Cloud State,2017,1,0,Oct 03 ,at Bemidji State  ,3 ,45 ,12 ,105 ,.314 ,43 ,5 ,6 ,2 ,59 ,1 ,6 ,0 ,4.0 ,2 ,,,,,
